district,taluka,region,crop,year,month,drought_signal,price_signal,ndvi_signal,repayment_proximity,financial_stress
Amravati,Dhamangaon,Vidarbha,cotton,2025,8,0.698,0.101,0.651,0.0,50.0
Amravati,Dhamangaon,Vidarbha,cotton,2025,9,0.446,0.214,0.312,0.0,28.8
Amravati,Dhamangaon,Vidarbha,cotton,2025,10,0.147,0.133,0.0,0.0,8.0
Amravati,Dhamangaon,Vidarbha,cotton,2025,11,0.117,0.123,0.23,0.3,22.2
Amravati,Dhamangaon,Vidarbha,cotton,2025,12,0.311,0.161,0.647,0.6,44.4
Amravati,Dhamangaon,Vidarbha,soybean,2023,1,0.381,0.65,0.94,1.0,85.7
Amravati,Dhamangaon,Vidarbha,soybean,2023,2,0.257,0.82,1.0,0.0,55.9
Amravati,Dhamangaon,Vidarbha,soybean,2023,3,0.043,0.348,0.909,0.0,29.0
Amravati,Dhamangaon,Vidarbha,soybean,2023,4,0.164,0.476,1.0,0.0,35.0
Amravati,Dhamangaon,Vidarbha,soybean,2023,5,0.353,0.626,1.0,0.0,46.9
Amravati,Dhamangaon,Vidarbha,soybean,2023,6,0.444,0.61,1.0,0.0,57.4
Amravati,Dhamangaon,Vidarbha,soybean,2023,7,0.35,0.843,0.511,0.0,39.4
Amravati,Dhamangaon,Vidarbha,soybean,2023,8,0.938,0.292,0.828,0.0,69.8
Amravati,Dhamangaon,Vidarbha,soybean,2023,9,0.153,0.574,0.022,0.3,31.9
Amravati,Dhamangaon,Vidarbha,soybean,2023,10,0.274,0.714,0.204,0.6,52.6
Amravati,Dhamangaon,Vidarbha,soybean,2023,11,0.399,0.591,0.492,1.0,73.8
Amravati,Dhamangaon,Vidarbha,soybean,2023,12,0.09,0.361,0.6,1.0,54.8
Amravati,Dhamangaon,Vidarbha,soybean,2024,1,0.317,0.761,0.701,1.0,85.0
Amravati,Dhamangaon,Vidarbha,soybean,2024,2,0.221,0.79,0.892,0.0,50.2
Amravati,Dhamangaon,Vidarbha,soybean,2024,3,0.291,0.297,1.0,0.0,45.4
Amravati,Dhamangaon,Vidarbha,soybean,2024,4,0.227,1.0,1.0,0.0,52.3
Amravati,Dhamangaon,Vidarbha,soybean,2024,5,0.413,0.781,1.0,0.0,63.1
Amravati,Dhamangaon,Vidarbha,soybean,2024,6,0.116,0.339,1.0,0.0,27.4
Amravati,Dhamangaon,Vidarbha,soybean,2024,7,0.557,0.026,0.936,0.0,43.0
Amravati,Dhamangaon,Vidarbha,soybean,2024,8,0.344,0.554,0.344,0.0,38.9
Amravati,Dhamangaon,Vidarbha,soybean,2024,9,0.7,0.703,0.573,0.3,73.0
Amravati,Dhamangaon,Vidarbha,soybean,2024,10,0.413,0.503,0.38,0.6,56.1
Amravati,Dhamangaon,Vidarbha,soybean,2024,11,0.222,0.559,0.418,1.0,60.0
Amravati,Dhamangaon,Vidarbha,soybean,2024,12,0.244,0.233,0.567,1.0,55.2
Amravati,Dhamangaon,Vidarbha,soybean,2025,1,0.309,0.363,0.934,1.0,77.9
Amravati,Dhamangaon,Vidarbha,soybean,2025,2,0.115,0.393,0.828,0.0,38.5
Amravati,Dhamangaon,Vidarbha,soybean,2025,3,0.196,0.235,0.903,0.0,32.2
Amravati,Dhamangaon,Vidarbha,soybean,2025,4,0.465,0.475,1.0,0.0,56.4
Amravati,Dhamangaon,Vidarbha,soybean,2025,5,0.473,0.79,1.0,0.0,58.8
Amravati,Dhamangaon,Vidarbha,soybean,2025,6,0.506,0.331,1.0,0.0,47.1
Amravati,Dhamangaon,Vidarbha,soybean,2025,7,0.156,0.34,0.462,0.0,28.6
Amravati,Dhamangaon,Vidarbha,soybean,2025,8,0.363,0.205,0.415,0.0,25.0
Amravati,Dhamangaon,Vidarbha,soybean,2025,9,0.497,0.711,0.274,0.3,51.0
Amravati,Dhamangaon,Vidarbha,soybean,2025,10,0.0,0.122,0.0,0.6,13.2
Amravati,Dhamangaon,Vidarbha,soybean,2025,11,0.085,0.804,0.189,1.0,59.3
Amravati,Dhamangaon,Vidarbha,soybean,2025,12,0.15,0.449,0.568,1.0,64.9
Amravati,Dhamangaon,Vidarbha,tur,2023,1,0.4,0.43,0.968,0.3,63.2
Amravati,Dhamangaon,Vidarbha,tur,2023,2,0.253,0.0,1.0,0.6,42.7
Amravati,Dhamangaon,Vidarbha,tur,2023,3,0.372,0.245,1.0,1.0,83.1
Amravati,Dhamangaon,Vidarbha,tur,2023,4,0.113,0.22,0.965,1.0,52.1
Amravati,Dhamangaon,Vidarbha,tur,2023,5,0.3,0.0,0.973,1.0,56.0
Amravati,Dhamangaon,Vidarbha,tur,2023,6,0.919,0.219,1.0,0.0,67.9
Amravati,Dhamangaon,Vidarbha,tur,2023,7,0.455,0.123,0.74,0.0,39.7
Amravati,Dhamangaon,Vidarbha,tur,2023,8,0.285,0.203,0.37,0.0,34.5
Amravati,Dhamangaon,Vidarbha,tur,2023,9,0.442,0.495,0.325,0.0,37.6
Amravati,Dhamangaon,Vidarbha,tur,2023,10,0.105,0.147,0.027,0.0,15.2
Amravati,Dhamangaon,Vidarbha,tur,2023,11,0.328,0.467,0.441,0.0,41.8
Amravati,Dhamangaon,Vidarbha,tur,2023,12,0.287,0.643,0.721,0.0,41.0
Amravati,Dhamangaon,Vidarbha,tur,2024,1,0.501,0.368,0.956,0.3,68.3
Amravati,Dhamangaon,Vidarbha,tur,2024,2,0.264,0.569,1.0,0.6,66.3
Amravati,Dhamangaon,Vidarbha,tur,2024,3,0.098,0.0,0.813,1.0,41.0
Amravati,Dhamangaon,Vidarbha,tur,2024,4,0.271,0.638,1.0,1.0,81.5
Amravati,Dhamangaon,Vidarbha,tur,2024,5,0.182,0.398,1.0,1.0,65.1
Amravati,Dhamangaon,Vidarbha,tur,2024,6,0.496,0.291,1.0,0.0,45.9
Amravati,Dhamangaon,Vidarbha,tur,2024,7,0.596,0.295,0.915,0.0,52.7
Amravati,Dhamangaon,Vidarbha,tur,2024,8,0.261,0.354,0.411,0.0,24.4
Amravati,Dhamangaon,Vidarbha,tur,2024,9,0.319,0.208,0.134,0.0,14.1
Amravati,Dhamangaon,Vidarbha,tur,2024,10,0.216,0.416,0.112,0.0,21.5
Amravati,Dhamangaon,Vidarbha,tur,2024,11,0.151,0.079,0.358,0.0,21.3
Amravati,Dhamangaon,Vidarbha,tur,2024,12,0.148,0.069,0.628,0.0,22.5
Amravati,Dhamangaon,Vidarbha,tur,2025,1,0.302,0.316,0.733,0.3,51.9
Amravati,Dhamangaon,Vidarbha,tur,2025,2,0.375,0.062,1.0,0.6,56.0
Amravati,Dhamangaon,Vidarbha,tur,2025,3,0.167,0.026,0.974,1.0,49.3
Amravati,Dhamangaon,Vidarbha,tur,2025,4,0.135,0.17,0.899,1.0,54.3
Amravati,Dhamangaon,Vidarbha,tur,2025,5,0.588,0.255,1.0,1.0,89.0
Amravati,Dhamangaon,Vidarbha,tur,2025,6,0.42,0.301,0.877,0.0,41.3
Amravati,Dhamangaon,Vidarbha,tur,2025,7,0.556,0.261,0.956,0.0,55.5
Amravati,Dhamangaon,Vidarbha,tur,2025,8,0.648,0.075,0.648,0.0,34.7
Amravati,Dhamangaon,Vidarbha,tur,2025,9,0.079,0.408,0.0,0.0,8.3
Amravati,Dhamangaon,Vidarbha,tur,2025,10,0.265,0.134,0.241,0.0,21.8
Amravati,Dhamangaon,Vidarbha,tur,2025,11,0.065,0.067,0.268,0.0,14.4
Amravati,Dhamangaon,Vidarbha,tur,2025,12,0.41,0.109,0.683,0.0,31.1
Amravati,Anjangaon,Vidarbha,cotton,2023,1,0.388,0.102,0.688,1.0,64.3
Amravati,Anjangaon,Vidarbha,cotton,2023,2,0.051,0.122,0.731,1.0,46.9
Amravati,Anjangaon,Vidarbha,cotton,2023,3,0.187,0.207,0.88,1.0,58.3
Amravati,Anjangaon,Vidarbha,cotton,2023,4,0.011,0.078,0.927,0.0,28.4
Amravati,Anjangaon,Vidarbha,cotton,2023,5,0.43,0.317,1.0,0.0,52.5
Amravati,Anjangaon,Vidarbha,cotton,2023,6,0.158,0.177,1.0,0.0,27.9
Amravati,Anjangaon,Vidarbha,cotton,2023,7,0.383,0.228,0.64,0.0,37.9
Amravati,Anjangaon,Vidarbha,cotton,2023,8,0.362,0.283,0.391,0.0,31.6
Amravati,Anjangaon,Vidarbha,cotton,2023,9,0.144,0.255,0.0,0.0,8.5
Amravati,Anjangaon,Vidarbha,cotton,2023,10,0.204,0.106,0.187,0.0,9.2
Amravati,Anjangaon,Vidarbha,cotton,2023,11,0.379,0.36,0.492,0.3,53.2
Amravati,Anjangaon,Vidarbha,cotton,2023,12,0.17,0.655,0.62,0.6,57.2
Amravati,Anjangaon,Vidarbha,cotton,2024,1,0.309,0.325,0.823,1.0,77.0
Amravati,Anjangaon,Vidarbha,cotton,2024,2,0.29,0.241,1.0,1.0,70.7
Amravati,Anjangaon,Vidarbha,cotton,2024,3,0.237,0.109,1.0,1.0,72.0
Amravati,Anjangaon,Vidarbha,cotton,2024,4,0.218,0.0,1.0,0.0,31.4
Amravati,Anjangaon,Vidarbha,cotton,2024,5,0.335,0.283,1.0,0.0,41.2
Amravati,Anjangaon,Vidarbha,cotton,2024,6,0.476,0.069,1.0,0.0,40.6
Amravati,Anjangaon,Vidarbha,cotton,2024,7,0.132,0.36,0.463,0.0,29.0
Amravati,Anjangaon,Vidarbha,cotton,2024,8,0.409,0.317,0.581,0.0,41.1
Amravati,Anjangaon,Vidarbha,cotton,2024,9,0.44,0.294,0.274,0.0,25.4
Amravati,Anjangaon,Vidarbha,cotton,2024,10,0.04,0.093,0.0,0.0,6.9
Amravati,Anjangaon,Vidarbha,cotton,2024,11,0.059,0.053,0.339,0.3,15.4
Amravati,Anjangaon,Vidarbha,cotton,2024,12,0.06,0.0,0.596,0.6,27.5
Amravati,Anjangaon,Vidarbha,cotton,2025,1,0.177,0.359,0.846,1.0,61.4
Amravati,Anjangaon,Vidarbha,cotton,2025,2,0.341,0.137,0.997,1.0,73.1
Amravati,Anjangaon,Vidarbha,cotton,2025,3,0.149,0.366,0.891,1.0,60.4
Amravati,Anjangaon,Vidarbha,cotton,2025,4,0.262,0.248,0.967,0.0,36.7
Amravati,Anjangaon,Vidarbha,cotton,2025,5,0.199,0.191,0.992,0.0,30.9
Amravati,Anjangaon,Vidarbha,cotton,2025,6,0.531,0.27,1.0,0.0,57.8
Amravati,Anjangaon,Vidarbha,cotton,2025,7,0.805,0.35,0.875,0.0,63.1
Amravati,Anjangaon,Vidarbha,cotton,2025,8,0.0,0.0,0.035,0.0,0.0
Amravati,Anjangaon,Vidarbha,cotton,2025,9,0.096,0.191,0.0,0.0,1.7
Amravati,Anjangaon,Vidarbha,cotton,2025,10,0.129,0.426,0.16,0.0,23.1
Amravati,Anjangaon,Vidarbha,cotton,2025,11,0.123,0.282,0.235,0.3,27.7
Amravati,Anjangaon,Vidarbha,cotton,2025,12,0.324,0.027,0.609,0.6,38.6
Amravati,Anjangaon,Vidarbha,soybean,2023,1,0.346,0.572,0.806,1.0,77.0
Amravati,Anjangaon,Vidarbha,soybean,2023,2,0.114,0.649,0.815,0.0,44.8
Amravati,Anjangaon,Vidarbha,soybean,2023,3,0.302,0.194,0.917,0.0,36.6
Amravati,Anjangaon,Vidarbha,soybean,2023,4,0.358,0.346,0.954,0.0,41.6
Amravati,Anjangaon,Vidarbha,soybean,2023,5,0.26,0.496,1.0,0.0,47.8
Amravati,Anjangaon,Vidarbha,soybean,2023,6,0.845,0.377,1.0,0.0,56.6
Amravati,Anjangaon,Vidarbha,soybean,2023,7,0.473,0.412,0.833,0.0,54.0
Amravati,Anjangaon,Vidarbha,soybean,2023,8,0.409,0.44,0.462,0.0,28.7
Amravati,Anjangaon,Vidarbha,soybean,2023,9,0.227,0.667,0.27,0.3,37.9
Amravati,Anjangaon,Vidarbha,soybean,2023,10,0.251,0.824,0.121,0.6,51.4
Amravati,Anjangaon,Vidarbha,soybean,2023,11,0.496,0.327,0.548,1.0,67.5
Amravati,Anjangaon,Vidarbha,soybean,2023,12,0.463,0.394,0.887,1.0,82.3
Amravati,Anjangaon,Vidarbha,soybean,2024,1,0.239,0.586,0.821,1.0,77.6
Amravati,Anjangaon,Vidarbha,soybean,2024,2,0.374,0.463,1.0,0.0,51.2
Amravati,Anjangaon,Vidarbha,soybean,2024,3,0.389,0.887,0.96,0.0,65.5
Amravati,Anjangaon,Vidarbha,soybean,2024,4,0.755,0.578,1.0,0.0,73.4
Amravati,Anjangaon,Vidarbha,soybean,2024,5,0.165,0.386,1.0,0.0,42.2
Amravati,Anjangaon,Vidarbha,soybean,2024,6,0.445,0.503,0.974,0.0,57.8
Amravati,Anjangaon,Vidarbha,soybean,2024,7,0.448,0.341,0.648,0.0,44.7
Amravati,Anjangaon,Vidarbha,soybean,2024,8,0.123,0.412,0.155,0.0,22.0
Amravati,Anjangaon,Vidarbha,soybean,2024,9,0.689,0.532,0.511,0.3,64.5
Amravati,Anjangaon,Vidarbha,soybean,2024,10,0.213,0.423,0.149,0.6,38.8
Amravati,Anjangaon,Vidarbha,soybean,2024,11,0.038,0.396,0.255,1.0,40.4
Amravati,Anjangaon,Vidarbha,soybean,2024,12,0.274,0.573,0.764,1.0,67.8
Amravati,Anjangaon,Vidarbha,soybean,2025,1,0.37,0.813,0.782,1.0,84.7
Amravati,Anjangaon,Vidarbha,soybean,2025,2,0.226,0.526,0.874,0.0,45.0
Amravati,Anjangaon,Vidarbha,soybean,2025,3,0.128,0.488,0.881,0.0,41.3
Amravati,Anjangaon,Vidarbha,soybean,2025,4,0.144,0.406,1.0,0.0,36.1
Amravati,Anjangaon,Vidarbha,soybean,2025,5,0.184,0.271,1.0,0.0,36.9
Amravati,Anjangaon,Vidarbha,soybean,2025,6,0.0,0.518,0.937,0.0,36.3
Amravati,Anjangaon,Vidarbha,soybean,2025,7,0.118,0.481,0.536,0.0,30.3
Amravati,Anjangaon,Vidarbha,soybean,2025,8,0.434,0.424,0.584,0.0,34.5
Amravati,Anjangaon,Vidarbha,soybean,2025,9,0.275,0.473,0.19,0.3,38.4
Amravati,Anjangaon,Vidarbha,soybean,2025,10,0.22,0.282,0.181,0.6,36.3
Amravati,Anjangaon,Vidarbha,soybean,2025,11,0.307,0.851,0.536,1.0,82.3
Amravati,Anjangaon,Vidarbha,soybean,2025,12,0.321,0.47,0.746,1.0,66.6
Amravati,Anjangaon,Vidarbha,tur,2023,1,0.092,0.0,0.752,0.3,21.7
Amravati,Anjangaon,Vidarbha,tur,2023,2,0.331,0.33,1.0,0.6,61.9
Amravati,Anjangaon,Vidarbha,tur,2023,3,0.0,0.138,0.823,1.0,45.4
Amravati,Anjangaon,Vidarbha,tur,2023,4,0.144,0.409,1.0,1.0,60.3
Amravati,Anjangaon,Vidarbha,tur,2023,5,0.349,0.517,1.0,1.0,83.5
Amravati,Anjangaon,Vidarbha,tur,2023,6,0.0,0.0,0.846,0.0,17.0
Amravati,Anjangaon,Vidarbha,tur,2023,7,0.137,0.236,0.515,0.0,27.1
Amravati,Anjangaon,Vidarbha,tur,2023,8,0.416,0.44,0.436,0.0,36.5
Amravati,Anjangaon,Vidarbha,tur,2023,9,0.625,0.054,0.254,0.0,31.5
Amravati,Anjangaon,Vidarbha,tur,2023,10,0.302,0.317,0.076,0.0,24.0
Amravati,Anjangaon,Vidarbha,tur,2023,11,0.016,0.471,0.271,0.0,19.2
Amravati,Anjangaon,Vidarbha,tur,2023,12,0.063,0.317,0.584,0.0,24.0
Amravati,Anjangaon,Vidarbha,tur,2024,1,0.542,0.572,0.948,0.3,71.0
Amravati,Anjangaon,Vidarbha,tur,2024,2,0.211,0.419,0.909,0.6,55.2
Amravati,Anjangaon,Vidarbha,tur,2024,3,0.406,0.131,1.0,1.0,64.9
Amravati,Anjangaon,Vidarbha,tur,2024,4,0.366,0.565,1.0,1.0,93.3
Amravati,Anjangaon,Vidarbha,tur,2024,5,0.143,0.266,1.0,1.0,59.1
Amravati,Anjangaon,Vidarbha,tur,2024,6,0.588,0.243,1.0,0.0,48.3
Amravati,Anjangaon,Vidarbha,tur,2024,7,0.103,0.311,0.325,0.0,25.2
Amravati,Anjangaon,Vidarbha,tur,2024,8,0.0,0.474,0.0,0.0,5.4
Amravati,Anjangaon,Vidarbha,tur,2024,9,0.346,0.417,0.163,0.0,20.9
Amravati,Anjangaon,Vidarbha,tur,2024,10,0.353,0.0,0.306,0.0,24.9
Amravati,Anjangaon,Vidarbha,tur,2024,11,0.268,0.138,0.371,0.0,26.2
Amravati,Anjangaon,Vidarbha,tur,2024,12,0.454,0.378,0.7,0.0,47.1
Amravati,Anjangaon,Vidarbha,tur,2025,1,0.322,0.183,0.925,0.3,43.0
Amravati,Anjangaon,Vidarbha,tur,2025,2,0.268,0.267,0.787,0.6,51.9
Amravati,Anjangaon,Vidarbha,tur,2025,3,0.453,0.414,1.0,1.0,89.2
Amravati,Anjangaon,Vidarbha,tur,2025,4,0.274,0.456,1.0,1.0,71.0
Amravati,Anjangaon,Vidarbha,tur,2025,5,0.332,0.513,1.0,1.0,84.5
Amravati,Anjangaon,Vidarbha,tur,2025,6,0.605,0.044,1.0,0.0,43.5
Amravati,Anjangaon,Vidarbha,tur,2025,7,0.342,0.413,0.64,0.0,37.3
Amravati,Anjangaon,Vidarbha,tur,2025,8,0.583,0.214,0.588,0.0,44.7
Amravati,Anjangaon,Vidarbha,tur,2025,9,0.319,0.232,0.21,0.0,15.0
Amravati,Anjangaon,Vidarbha,tur,2025,10,0.176,0.499,0.082,0.0,15.0
Amravati,Anjangaon,Vidarbha,tur,2025,11,0.087,0.205,0.166,0.0,11.3
Amravati,Anjangaon,Vidarbha,tur,2025,12,0.497,0.287,0.781,0.0,39.4
Yavatmal,Yavatmal,Vidarbha,cotton,2023,1,0.342,0.078,0.818,1.0,62.7
Yavatmal,Yavatmal,Vidarbha,cotton,2023,2,0.196,0.261,0.896,1.0,58.0
Yavatmal,Yavatmal,Vidarbha,cotton,2023,3,0.449,0.357,1.0,1.0,86.5
Yavatmal,Yavatmal,Vidarbha,cotton,2023,4,0.111,0.022,0.901,0.0,17.5
Yavatmal,Yavatmal,Vidarbha,cotton,2023,5,0.352,0.162,1.0,0.0,43.5
Yavatmal,Yavatmal,Vidarbha,cotton,2023,6,0.472,0.076,1.0,0.0,45.2
Yavatmal,Yavatmal,Vidarbha,cotton,2023,7,0.058,0.175,0.351,0.0,22.0
Yavatmal,Yavatmal,Vidarbha,cotton,2023,8,0.502,0.021,0.473,0.0,34.2
Yavatmal,Yavatmal,Vidarbha,cotton,2023,9,0.504,0.318,0.341,0.0,34.3
Yavatmal,Yavatmal,Vidarbha,cotton,2023,10,0.131,0.0,0.041,0.0,6.2
Yavatmal,Yavatmal,Vidarbha,cotton,2023,11,0.298,0.0,0.417,0.3,37.2
Yavatmal,Yavatmal,Vidarbha,cotton,2023,12,0.23,0.191,0.614,0.6,52.3
Yavatmal,Yavatmal,Vidarbha,cotton,2024,1,0.192,0.08,0.79,1.0,50.7
Yavatmal,Yavatmal,Vidarbha,cotton,2024,2,0.357,0.47,0.918,1.0,78.6
Yavatmal,Yavatmal,Vidarbha,cotton,2024,3,0.522,0.136,1.0,1.0,71.9
Yavatmal,Yavatmal,Vidarbha,cotton,2024,4,0.364,0.345,0.89,0.0,37.9
Yavatmal,Yavatmal,Vidarbha,cotton,2024,5,0.373,0.211,1.0,0.0,36.5
Yavatmal,Yavatmal,Vidarbha,cotton,2024,6,0.585,0.318,1.0,0.0,58.9
Yavatmal,Yavatmal,Vidarbha,cotton,2024,7,0.083,0.113,0.527,0.0,9.4
Yavatmal,Yavatmal,Vidarbha,cotton,2024,8,0.449,0.379,0.526,0.0,40.6
Yavatmal,Yavatmal,Vidarbha,cotton,2024,9,0.195,0.249,0.11,0.0,11.8
Yavatmal,Yavatmal,Vidarbha,cotton,2024,10,0.315,0.19,0.076,0.0,17.8
Yavatmal,Yavatmal,Vidarbha,cotton,2024,11,0.03,0.384,0.199,0.3,25.9
Yavatmal,Yavatmal,Vidarbha,cotton,2024,12,0.335,0.102,0.723,0.6,47.6
Yavatmal,Yavatmal,Vidarbha,cotton,2025,1,0.104,0.4,0.67,1.0,49.2
Yavatmal,Yavatmal,Vidarbha,cotton,2025,2,0.0,0.45,0.779,1.0,50.2
Yavatmal,Yavatmal,Vidarbha,cotton,2025,3,0.102,0.0,0.783,1.0,40.0
Yavatmal,Yavatmal,Vidarbha,cotton,2025,4,0.339,0.208,0.964,0.0,42.5
Yavatmal,Yavatmal,Vidarbha,cotton,2025,5,0.265,0.308,1.0,0.0,43.2
Yavatmal,Yavatmal,Vidarbha,cotton,2025,6,0.169,0.487,1.0,0.0,42.1
Yavatmal,Yavatmal,Vidarbha,cotton,2025,7,0.225,0.26,0.624,0.0,31.0
Yavatmal,Yavatmal,Vidarbha,cotton,2025,8,0.183,0.0,0.224,0.0,6.6
Yavatmal,Yavatmal,Vidarbha,cotton,2025,9,0.0,0.221,0.0,0.0,8.1
Yavatmal,Yavatmal,Vidarbha,cotton,2025,10,0.223,0.0,0.277,0.0,23.2
Yavatmal,Yavatmal,Vidarbha,cotton,2025,11,0.0,0.292,0.287,0.3,20.9
Yavatmal,Yavatmal,Vidarbha,cotton,2025,12,0.051,0.284,0.508,0.6,32.4
Yavatmal,Yavatmal,Vidarbha,soybean,2023,1,0.2,0.232,0.711,1.0,67.4
Yavatmal,Yavatmal,Vidarbha,soybean,2023,2,0.355,0.619,0.963,0.0,44.1
Yavatmal,Yavatmal,Vidarbha,soybean,2023,3,0.0,0.732,0.925,0.0,36.2
Yavatmal,Yavatmal,Vidarbha,soybean,2023,4,0.137,0.263,1.0,0.0,34.6
Yavatmal,Yavatmal,Vidarbha,soybean,2023,5,0.033,0.327,1.0,0.0,34.3
Yavatmal,Yavatmal,Vidarbha,soybean,2023,6,0.199,0.439,0.9,0.0,39.2
Yavatmal,Yavatmal,Vidarbha,soybean,2023,7,0.189,0.569,0.505,0.0,32.6
Yavatmal,Yavatmal,Vidarbha,soybean,2023,8,0.27,0.319,0.377,0.0,30.2
Yavatmal,Yavatmal,Vidarbha,soybean,2023,9,0.352,0.566,0.192,0.3,41.9
Yavatmal,Yavatmal,Vidarbha,soybean,2023,10,0.261,0.662,0.119,0.6,48.4
Yavatmal,Yavatmal,Vidarbha,soybean,2023,11,0.361,0.521,0.469,1.0,72.3
Yavatmal,Yavatmal,Vidarbha,soybean,2023,12,0.197,0.328,0.558,1.0,68.3
Yavatmal,Yavatmal,Vidarbha,soybean,2024,1,0.225,0.386,0.805,1.0,72.5
Yavatmal,Yavatmal,Vidarbha,soybean,2024,2,0.118,0.38,0.969,0.0,32.9
Yavatmal,Yavatmal,Vidarbha,soybean,2024,3,0.0,0.601,0.617,0.0,27.6
Yavatmal,Yavatmal,Vidarbha,soybean,2024,4,0.0,0.655,1.0,0.0,44.9
Yavatmal,Yavatmal,Vidarbha,soybean,2024,5,0.174,0.349,1.0,0.0,42.1
Yavatmal,Yavatmal,Vidarbha,soybean,2024,6,0.285,0.376,1.0,0.0,38.6
Yavatmal,Yavatmal,Vidarbha,soybean,2024,7,0.425,0.118,0.767,0.0,41.1
Yavatmal,Yavatmal,Vidarbha,soybean,2024,8,0.404,0.593,0.431,0.0,45.7
Yavatmal,Yavatmal,Vidarbha,soybean,2024,9,0.544,0.564,0.333,0.3,57.1
Yavatmal,Yavatmal,Vidarbha,soybean,2024,10,0.152,0.206,0.055,0.6,28.8
Yavatmal,Yavatmal,Vidarbha,soybean,2024,11,0.372,0.288,0.61,1.0,68.1
Yavatmal,Yavatmal,Vidarbha,soybean,2024,12,0.205,0.098,0.592,1.0,39.3
Yavatmal,Yavatmal,Vidarbha,soybean,2025,1,0.364,0.84,0.95,1.0,94.9
Yavatmal,Yavatmal,Vidarbha,soybean,2025,2,0.176,0.831,0.905,0.0,46.9
Yavatmal,Yavatmal,Vidarbha,soybean,2025,3,0.392,0.4,0.98,0.0,42.5
Yavatmal,Yavatmal,Vidarbha,soybean,2025,4,0.145,0.143,1.0,0.0,35.9
Yavatmal,Yavatmal,Vidarbha,soybean,2025,5,0.162,0.411,1.0,0.0,38.8
Yavatmal,Yavatmal,Vidarbha,soybean,2025,6,0.332,0.672,1.0,0.0,50.3
Yavatmal,Yavatmal,Vidarbha,soybean,2025,7,0.3,0.455,0.606,0.0,38.4
Yavatmal,Yavatmal,Vidarbha,soybean,2025,8,0.196,0.37,0.257,0.0,27.6
Yavatmal,Yavatmal,Vidarbha,soybean,2025,9,0.1,0.462,0.0,0.3,30.4
Yavatmal,Yavatmal,Vidarbha,soybean,2025,10,0.126,0.667,0.0,0.6,39.4
Yavatmal,Yavatmal,Vidarbha,soybean,2025,11,0.139,0.409,0.364,1.0,54.5
Yavatmal,Yavatmal,Vidarbha,soybean,2025,12,0.203,0.522,0.719,1.0,63.2
Yavatmal,Yavatmal,Vidarbha,tur,2023,1,0.391,0.089,0.739,0.3,44.4
Yavatmal,Yavatmal,Vidarbha,tur,2023,2,0.5,0.201,1.0,0.6,67.5
Yavatmal,Yavatmal,Vidarbha,tur,2023,3,0.217,0.21,0.934,1.0,69.5
Yavatmal,Yavatmal,Vidarbha,tur,2023,4,0.429,0.0,1.0,1.0,80.6
Yavatmal,Yavatmal,Vidarbha,tur,2023,5,0.541,0.083,1.0,1.0,75.7
Yavatmal,Yavatmal,Vidarbha,tur,2023,6,0.346,0.164,1.0,0.0,33.1
Yavatmal,Yavatmal,Vidarbha,tur,2023,7,0.392,0.227,0.741,0.0,40.2
Yavatmal,Yavatmal,Vidarbha,tur,2023,8,0.377,0.35,0.503,0.0,42.3
Yavatmal,Yavatmal,Vidarbha,tur,2023,9,0.265,0.034,0.092,0.0,19.6
Yavatmal,Yavatmal,Vidarbha,tur,2023,10,0.462,0.324,0.391,0.0,29.9
Yavatmal,Yavatmal,Vidarbha,tur,2023,11,0.346,0.013,0.621,0.0,29.7
Yavatmal,Yavatmal,Vidarbha,tur,2023,12,0.255,0.281,0.769,0.0,36.2
Yavatmal,Yavatmal,Vidarbha,tur,2024,1,0.408,0.282,0.767,0.3,47.1
Yavatmal,Yavatmal,Vidarbha,tur,2024,2,0.214,0.053,0.918,0.6,43.7
Yavatmal,Yavatmal,Vidarbha,tur,2024,3,0.101,0.012,1.0,1.0,36.7
Yavatmal,Yavatmal,Vidarbha,tur,2024,4,0.054,0.335,1.0,1.0,50.8
Yavatmal,Yavatmal,Vidarbha,tur,2024,5,0.464,0.114,1.0,1.0,78.0
Yavatmal,Yavatmal,Vidarbha,tur,2024,6,0.471,0.0,1.0,0.0,35.4
Yavatmal,Yavatmal,Vidarbha,tur,2024,7,0.872,0.0,1.0,0.0,55.7
Yavatmal,Yavatmal,Vidarbha,tur,2024,8,0.0,0.462,0.0,0.0,9.9
Yavatmal,Yavatmal,Vidarbha,tur,2024,9,0.025,0.0,0.0,0.0,0.0
Yavatmal,Yavatmal,Vidarbha,tur,2024,10,0.112,0.264,0.018,0.0,12.5
Yavatmal,Yavatmal,Vidarbha,tur,2024,11,0.16,0.032,0.303,0.0,13.5
Yavatmal,Yavatmal,Vidarbha,tur,2024,12,0.334,0.363,0.833,0.0,35.5
Yavatmal,Yavatmal,Vidarbha,tur,2025,1,0.032,0.357,0.618,0.3,36.2
Yavatmal,Yavatmal,Vidarbha,tur,2025,2,0.242,0.262,0.794,0.6,52.7
Yavatmal,Yavatmal,Vidarbha,tur,2025,3,0.194,0.484,0.939,1.0,69.4
Yavatmal,Yavatmal,Vidarbha,tur,2025,4,0.064,0.348,0.864,1.0,54.8
Yavatmal,Yavatmal,Vidarbha,tur,2025,5,0.373,0.0,1.0,1.0,64.4
